id,title,sentence_bert_cossim
1198,solution architect data scientist process engineer,0.6544113
545,financial services professional data scientist,0.65417933
1272,data scientist machine learning scientist,0.6531052
684,experienced data analyst actively seeking opportunities to leverage data for business success sql python tableau power bi e-commerce web analytics turning data into actionable insights,0.6520454
777,data analyst etl data pipeline expert business intelligence specialist sql python tableau power bi transforming complex data into strategic insights for healthcare finance consulting,0.6513208
314,data scientist data analyst ai ml engineer data engineer passionate about turning data into intelligent solutions,0.65003645
569,data scientist analyst,0.6495276
419,data scientist analyst,0.6495276
1266,data science engineer,0.64938724
129,experienced business intelligence analyst data-driven decision maker bi data engineering specialist,0.64881444
1116,aspiring director of automation data insights,0.6487555
802,aspiring data analyst sql python tableau power bi skilled in excel data-driven problem solver passionate about data storytelling,0.6466849
1197,data scientist cognitive scientist engineer transforming complex data into profound insights for data-driven decision-making,0.6463756
904,data analyst data engineer aws certified sql tableau python cloud big data enthusiast transforming data into insights,0.6457987
548,open to data-driven opportunities 4 years experience data engineering data analyst data science masters student at university of new haven python sql unix power bi aws,0.64542186
1221,data scientist machine learning engineer,0.6439366
155,looking for a data analyst role skilled in data analysis data management and data visualization proficient in sql r programming tableau and spreadsheets tools enthusiastic about transforming data into insights,0.64363825
999,data scientist and data analyst master in data science 5 years of experience developing data science projects google certified data analyst,0.64274
909,data scientist graduate research assistant,0.6425904
264,data scientist 4 years in data analysis visualization predictive modeling python sql power bi jmp tableau aws data wrangling etl and advanced analytics driving business insights decision-making,0.6425286
272,data scientist,0.6422208
1169,data scientist,0.6422208
971,data scientist,0.6422208
1108,data scientist,0.6422208
1074,data scientist,0.6422208
358,data scientist,0.6422208
1129,data scientist,0.6422208
1187,data scientist,0.6422208
915,data scientist,0.6422208
1138,data scientist,0.6422208
1065,data scientist,0.6422208
928,data scientist,0.6422208
1088,data scientist,0.6422208
556,data scientist,0.6422208
1193,data scientist,0.6422208
1261,data scientist,0.6422208
201,data scientist,0.6422208
65,data scientist data analyst candidate at webster university business intelligence specialist data analyst data scientist machine learning ml analyst machine learning engineer.,0.64138806
1228,data analyst netizen solutions masters in data science,0.6412685
882,pursuing data analytics sjsu,0.641171
81,masters student at the university of greenwich. data science big data analytics machine learning business intelligence,0.6410088
936,data scientist ms data science,0.6408251
207,data scientist research assistant university of maryland data science,0.640509
985,data scientistaiml engineer,0.640105
320,production team lead at microchip technology inc. leading production and training with data analytics skills,0.6397876
863,data analyst business intelligence analyst,0.6385799
114,data analyst globallogic masters of science in data analytics,0.6370784
650,sr. analyst bi developer mba ms in analytics candidate at the georgia institute of technology,0.6369341
417,data scientistanalyst researcher of social sciences marketing analyst,0.6367062
4,microsoft certified power bi data analyst mba business analytics unt business intelligence engineer data scientist data engineer business analytics predictive analytics statistical analysis ex-ericsson,0.63662976
840,actively searching for an entry level opportunity in data analytics.,0.6360001
1114,data analytics at columbia university computer science engineer environmentalist,0.6349629
1087,data scientist tableau developer data analyst business intelligence data visualization sql snowflake sas r python m.s. in applied statistics with a concentration in data science,0.6348654
781,experienced data analyst python r sql expertise in data visualization predictive modeling business intelligence driving insights strategic decisions for business growth,0.6348474
159,experienced data analyst python r sql expertise in data visualization predictive modeling business intelligence driving insights strategic decisions for business growth,0.6348474
1080,data scientistgeoscientist,0.63484216
490,data science enthusiast,0.6343454
357,data scientist ms data science columbia university,0.63403106
397,associate analytics consultant at successkpi bs in data sciences penn state graduate,0.6339036
458,data science student at uc berkeley emphasis in cognition passionate about analyzing data to develop well-informed and effective solutions.,0.63277495
7,data analyst business analyst python snowflake sql machine learning power bi tableau equipped with analytics driven by insights and passionate about impactful solutions.,0.63233256
1135,data scientist ai practitioner machine learning enthusiast,0.6321615
669,eager to apply my analytical and data-storytelling skills data scientist data analyst business intelligence engineer gen-ai enthusiast active learner,0.63163245
323,research assistant saint louis university ex-cognizant masters in analytics java python r power bi tableau spring boot sql ml,0.63065207
751,data analytics professional bi specialist neuroscience background driving data-driven solutions google advanced data analytics certified,0.6306207
403,data analyst with a unique blend of analytical rigor quick decision-making skills skilled in advanced data processing visualization tools detail-oriented problem solver,0.6306124
930,data scientist intern tcs 3 years in data analysis machine learning data visualization seeking full-time data scientistanalystml roles python sql tableau power bi r,0.6304679
1137,assistant professor in mathematics numerical analysis machine learning expert passionate about data science driving innovation in academia,0.6302786
292,former data analyst,0.62985593
1119,data scientist i,0.6298028
450,data scientist i,0.6298028
73,program analyst at cognizant enhancing data quality efficiency in analytics data science graduate enhancing decision-making with power bi statistical analysis proficient in sql python power bi,0.6297871
1117,data scientist harnessing data for strategic decision-making specialist in ai ml and data visualization,0.62927204
494,institutional review specialist bioinformatician data scientist data analytics,0.628083
761,aspiring data analyst,0.62797797
704,aspiring data analyst,0.62797797
1159,data scientist ph.d. in computer science,0.6266405
1044,data scientist data analyst machine learning engineer,0.6262024
896,aspiring data analyst skilled in sql excel data visualization passion for insights decision-making,0.6261946
1095,data scientist data analyst statistician,0.6258488
507,data analyst data scientist skilled in python sql power bi tableau and machine learning,0.6255872
573,masters graduate in data science njit eager to tackle challenges in analytics machine learning and big data.,0.62495756
228,operations data analyst mba candidate driving efficiency growth with data-driven strategies sql python tableau expert,0.6248944
858,analytics professional,0.6236487
724,business analysis passionate about transforming data into actionable insights,0.62346923
299,data scientist specialist in generative ai predictive analytics ml deep learning statistics python sql nlp big data analytics predictive modeling passionate data-driven problem solver,0.6233869
335,it specialist data science business intelligence data-driven decision making,0.62255
813,data analyst expert in sql python tableau power bi turning data into strategic insights empowering data-driven decisions open to new opportunities,0.6217637
668,data analyst expertise in data analysis statistical modeling and visualization proficient in python r sql tableau and cloud platforms aws azure gcp driving data-driven decision,0.6217572
1101,m.s. in information systems data engineeranalyst ai ml enthusiast bi data science predictive analytics sql python r power bi tableau,0.62144995
488,data scientist and systems operator delivering excellence with precision,0.62097144
657,data analyst engineer business analytics  sql python tableau power bi r,0.6196917
843,software developer expert in data visualization sql python passionate about turning data into actionable insights,0.6191592
389,machine learning researcher data scientist transforming data into actionable insights with python sql and data visualization and ai open to opportunities in data science ml engineering,0.6180259
783,masters student in information systems depaul university aspiring data analyst skilled in sql power bi and tableau expertise in data visualization dashboard development open to full-time roles,0.6174122
1142,data scientist master of science in data science,0.6166456
795,masters in data analytics team building facilitator at edge,0.6165829
111,university of texas at san antonio grad class of 2025 business analytics intern at trs,0.6160812
640,university of texas at san antonio grad class of 2025 business analytics intern at trs,0.6160812
1163,data scientist machine learning engineer ai engineer skilled in predictive analytics time series analysis and ai agent development,0.61594486
627,lecturer informatics and analytics at uncg,0.6157786
859,master in analytics at georgia institute of technology,0.61538935
1205,msc data science and advanced analytics,0.61508936
758,experienced data analyst proficient in python r sql data visualization enthusiast tableau power bi agile sdlc methodologies seeking new opportunities,0.61501926
1069,data scientist quant researcher fintech ai enthusiast aws certified ex-kpmg data-driven innovation,0.61481345
907,executive level data professional data analyst data scientist data engineer,0.6146654
1238,data software engineer,0.6146146
440,graduate student in applied statistics exploring data and risk insights data science enthusiast,0.6143733
489,data analyst masters in data science analyst modeling science data science machine learning enthusiast,0.6124122
658,data scientist data engineer cloud healthcare data,0.6120019
40,stem educator data science data analytics pursuing master of science data science,0.61195093
484,data engineer at syngenta masters in information management  uiuc23 data science and analytics aws certified developer associate,0.611766
254,data analyst machine learning engineer transforming data into actionable insights with advanced analytics predictive modeling 5 years of experience in python sql tableau and ai solutions,0.610146
379,actively looking for data engineer data analyst data scientist roles. graduate student in data science at university of missouri columbia,0.60985893
219,data scientist research scientist machine learning engineer artificial intelligence creating accurate and efficient machine learning solutions ai scientist ai engineer,0.6097715
642,data analyst northern trust masters in computer science,0.6090078
301,data analystscientist  ai specialist,0.6082497
982,data scientistpublic health specialist,0.60823286
1107,dedicated it professional providing innovative solutions that empower teams and promote world-class experiences with advanced ai machine learning management initiatives.,0.60819066
421,data analyst master of science in data science,0.6081653
97,data-driven decision-making enthusiast expert in data analysis and visualization,0.6081505
515,data engineer data quality governance data scientist python sql expert 2x aws certified databricks ex- accenture zs,0.6079035
1155,business data analyst data science ms in business analytics and project managementuconn microsoft certified data scientist associate expertise in healthcare marketing analytics,0.6074367
124,senior data analystbi developer,0.6071452
1072,data science masters graduate data analysis machine learning expertise,0.60697293
1166,leveraging ai and advanced analytics to drive business impact mscs at asu data scientist,0.6069064
1045,data analyst centerpoint energy master of science in data analytics,0.60609347
800,analytics engineer,0.6059495
516,data scientist digital marketing specialist generative ai enthusiast data analytics and insights ml,0.60592145
808,research data analyst,0.605453
27,data analyst market awareness ixp sap ai machine learning enthusiast leveraging data for impact,0.6052656
498,data analyst ms in business analytics at uic sql excel power bi machine learning data governance cloud azure aws specialized in optimizing strategic goals,0.60513854
86,logical data analyst skilled in requirement analysis software development and database management sql tableau data warehousing python sas,0.60401666
375,data science student tackling real-world challenges with ai analytics actively seeking opportunities,0.60384417
764,recent computer science graduate interested in data management analytics and software engineering,0.6036851
160,senior data analyst turning data into actionable insights sql power bi excel tableau python aws azure open to c2cc2h,0.6035193
739,databusiness analyst,0.60350907
1147,data analyst data scientist healthcare mit applied data science big sql energy advanced data analytics certified data darling,0.6034242
729,pharmaceutical professional with strong data analytics and data review skills.,0.602678
550,self-motivated professional capable of working both independently and as part of a team. focused on data integration machine learning and ethics of data and ai.,0.6015187
649,data specialist,0.6013224
564,data enthusiast expert in python sql and machine learning proficient in data visualization power bi tableau aws certified developer skilled in predictive modeling statistical analysis,0.6012679
461,business intelligence analyst,0.6008642
168,business intelligence analyst,0.6008642
1025,data scientist aiml practitioner aws azure certified passionate about data-driven solutions llm data engineering nlp product management,0.6007002
243,data scientist aiml practitioner aws azure certified passionate about data-driven solutions llm data engineering nlp product management,0.6007002
99,data analyst software engineer python sql power bi tableau data-driven problem solver,0.6001725
869,data analyst,0.5998674
363,data analyst,0.5998674
1102,data analyst,0.5998674
1222,data analyst,0.5998674
846,data analyst,0.5998674
900,data analyst,0.5998674
589,data analyst,0.5998674
1100,data analyst,0.5998674
74,data analyst,0.5998674
807,data analyst,0.5998674
791,data analyst,0.5998674
622,data analyst,0.5998674
785,data analyst,0.5998674
140,data analyst,0.5998674
1026,data analyst,0.5998674
697,data analyst,0.5998674
1194,data analyst,0.5998674
1094,data analyst,0.5998674
754,data analyst,0.5998674
741,data analyst,0.5998674
1004,data scientist machine learning researcher mathematician phd,0.5994613
941,data scientist specializing in machine learning nlp and cloud computing transforming data into strategic business solutions,0.5991976
473,senior data analyst at humana microsoft certified azure enterprise data analyst associate x 2,0.5991533
164,data analyst proven track record in data-driven decision making 3 years,0.59893876
50,senior data analyst at iqvia working with pharmacy and medical claims level data m.s. data science computational methods data engineer data scientist,0.5986503
798,graduate from kennesaw state university. looking for job opportunities in data analytics,0.59784275
913,data scientist data analyst data engineer python sql tableau machine learning etl airflow turning data into actionable insights,0.5974252
304,data scientist leveraging python power bi sql machine learning and deep learning to drive insights eager to apply skills and explore new technologies for institutional growth,0.5974203
154,actively seeking full-time roles data analyst data engineer tableau certified power bi sql azure certified alteryx data visualization,0.59738517
579,business intelligence analyst r for data science python sql power bi tableau machine learning predictive analytics etl data engineering driving data-driven decision making business growth,0.5973162
405,prompt engineer data analyst ai engineer seeking data analytics aiml roles m.s. data analytics sjsu sql python tableau power bi etl ex-data analyst airbus nlp generative ai llms,0.59728485
70,data science graduate ex  data analyst learning and developing data engineering skills with ai integration,0.5972699
1172,data science data analyst busines intelligence python sql machine learning power bi,0.59701717
962,data scientist at cisco systems,0.5968641
202,software engineer data scientist ai machine learning expert nlp deep learning specialist transforming data into strategic insights,0.5950788
617,masters in data analytics seeking internshipentry-level data analyst roles business analyst roles data engineer roles,0.59506404
604,information systems graduate byu aspiring software developer data analyst passionate about solving complex problems,0.5948889
285,data scientist market research development beijing china,0.5947304
919,actively seeking new opportunities data scientist pnc alumna university of california riverside,0.593971
258,data scientist with a masters degree 4 years of experience in machine learning predictive analytics aws data visualization skilled in python r sql tableau power bi,0.5930301
343,data science student at northeastern university experience coordinator at generate,0.5926519
1223,junior data scientist,0.59165007
1134,analyst data science at targetbase ncsu alumnus,0.5911417
248,data scientist data engineer data analyst specializing machine learning statistical modeling data visualization data pipeline architect etl big data. proficient in python sql pandas numpy sklearn pytorch.,0.5909842
570,business data analyst,0.5900173
69,data science graduate passionate about ai ml analytics,0.58993196
561,data scientist ms in business analytics georgetown university expertise in statistical modeling machine learning and data analysis,0.5898526
57,data science computer science business,0.5881007
174,senior data analyst,0.5880034
1053,data scientist masters degree in data science at pace university,0.5878377
313,data scientist machine learning,0.5878256
115,data analyst with 2 years of experience in extracting analyzing and visualizing data to empower organizations with actionable insights. skilled in tools such as sql python excel tableau and power bi.,0.5875255
126,data engineer aws solutions architect certified ibm data analyst data analytics grad gmu aspiring data engineer python sql tableau power bi,0.58708286
552,aspiring data scientist machine learning enthusiast msc in cs data science skilled in python sql web development tableau power bi data analyst,0.58578694
772,actively looking for data analyst roles,0.585269
82,data science ai machine learning engineer business analytics data-driven decision maker,0.58506376
94,digital data analyst leveraging python sql and advanced analytics tools for data-driven marketing seosem optimization specialist,0.5849168
233,data scientist data analyst ms in data science gwu,0.5849127
391,microsoft certified power bi data analyst associate databusiness analyst at japali tech solutions llc masters at the university of memphis data science,0.5848688
212,actively seeking full-time or c2cw2 contract roles in data science data scientist synchrony financial ex-data scientist intex technologies ms in big data analytics sdsu passionate about data science.,0.5847703
25,data analyst and machine learning engineer,0.58462226
54,data engineer data analyst expert in etl aws spark kafka aws certified optimized data models processing proficient in sql python tableau 4 years in data engineering analysis ml,0.5839461
1263,data analyst mlops engineer orchestrating infrastructure and algorithms for scalable ai solutions transforming data into actionable insights for business growth,0.5835069
231,data scientist machine learning business intelligence python r sql aws glue large-scale data analysis predictive modeling summa cum laude graduate,0.58343095
322,senior at auburn university completing bachelors of science in computer science obtaining specialization in ai from auburn university passionate about data analytics,0.5829163
224,data scientist results-driven ai professional expert in python machine learning,0.5828869
531,skilled data analyst artificial intelligence machine learning analytics ace turning complex data into actionable insights,0.5827044
981,msc data science,0.5825412
605,data analyst 2 years of exp expert in python r sql tableau power bi and cloud platforms,0.58196974
34,ut austin ms data science graduate data scientist,0.5817022
1067,medical data scientist engineer,0.58158684
1131,data scientist at dod office of the inspector general,0.5814911
294,data scientist modeling simulation engineer data analyst machine learning deep learning,0.58077073
1013,data scientistbi engineergen ai developer ms in statistics and data science and ms in is mldeep learning mlops genai-llm langchain ssrs sql python azure data factorysynapse analytics,0.58025694
939,aspiring data scientist analyst engineer ml engineer graduate student in data science expertise in nlp computer vision predictive analytics big data python sql power bi tableau aws pytorch,0.5800578
610,data analyst at western frontier trading llc transforming data into actionable insights sql python machine learning data visualization psychology graduate ba,0.5799531
356,data scientist and full stack software engineer,0.5797087
527,data analyst using data to provide insight python eda data visualization tripleten graduate,0.5793769
566,m.s. data science,0.57871664
163,data engineer information technology,0.57861555
1243,data engineer data analyst ex-thoughtspot solution analyst skilled in sql python dbt snowflake airflow etl data modeling analytics cloud data engineering,0.5784873
585,data scientist statistician clinical sas programmer,0.5784704
143,senior data engineer,0.5774753
609,michigan state university alumni open for data scienceanalytics roles skilled in python r machine learning,0.5772191
1120,data scientist ms in data science,0.5771816
352,software engineer fiscali inc ms applied data science usc24 data enthusiast,0.57625616
459,data analyst and business owner,0.57578576
529,manager product analyst data science masters statistical analysis,0.57561386
1284,master trainer of big data analytics data scientist,0.5755078
38,aspiring data scientist software engineering enthusiast certified ibm data science professional extensive experience in python database management postgres mysql java c,0.57524824
1212,data scientist graphic designer,0.57464206
755,actively seeking data analyst jobs,0.5745423
142,senior business intelligence analyst business intelligence consultant using tableau powerbi sql spotfire alteryx microsoft excel to build insightful dashboards,0.5744205
1105,data scientist with a mathematics ph.d. with 9 years of research excellence,0.5742013
402,aspiring data scientist quantitative analyst sql python r financial economic modeling predictive analytics,0.5738977
1068,data analyst at ad results media,0.5735724
851,aspiring data analyst skilled in python sql excel and tableau. passionate about data insights and solving complex problems. bachelors in information systems from virginia commonwealth university.,0.5728054
994,aiml engineer intern machine learning and data analytics duke ex-boeing software developer founder at chessify club,0.57271147
599,msba graduate data analytics business intelligence,0.57269835
1237,machine learning engineer data scientist mlops,0.57244146
1151,data scientist mathematics educator,0.5717646
917,incoming data science graduate student at george washington university passionate about data science,0.57173157
1141,m.s. in analytics at usc viterbiuc santa cruz 2023,0.5716893
867,m.s. candidate in analytics at the institute for advanced analytics north carolina state university,0.5706594
871,data engineer and data management,0.57006407
80,business analyst at kriptone m.s in data science,0.5692786
852,ms in data analytics engineering northeastern university boston,0.5692718
350,data engineer intern at syzygy plasmonics ml nlp deep learning python sql tableau power bi enabling data-driven decisions,0.5689685
68,new grad 24 data analyst seeking new opportunities sql python power bi excel ai ml passionate about data science and analysis currently building gen ai llm based analytics applications,0.5687167
688,commercial data analyst,0.56863225
547,graduate data scientist python sql machine learning data visualization eda tableau power bi,0.56857723
467,data analyst at ipc,0.568481
208,data scientist at purolator seeking new grad opportunities,0.5684074
337,ms business analytics university of tampa 25 graduate research assistant president u.t gold actively looking for full-time data analytics data science business intelligence business analyst positions,0.56767
374,business professional mba data scientist data analyst transforming skills with triple ten coding bootcamp,0.56764627
104,data analyst orbitekk masters in information science,0.56750137
731,business intelligence leader analyst,0.5671505
453,data scientist ms in data science ma in historical research harnessing machine learning to transform complex data into compelling narratives python r sql tableau expert,0.5671449
325,data analyst guru diam inc master of science in data science,0.56674486
1106,data professional python sql machine learning data visualization ms in business intelligence analytics masters in sports technologies digital transformation,0.5666344
520,recent pittsburg state university graduate data science and information systems,0.56662375
270,data scientist at the irs,0.5663987
2,ms applied data science student usc research assistant usc former data analytics intern at dr reddys laboratories former data science intern quadratyx actively seeking full time roles in summer 2025,0.5657636
273,data scientist at boston consulting group bcg,0.5651245
182,experienced data analyst research coordinator healthcare data specialist,0.564948
752,actively looking for data analyst roles sql python power bi tableau,0.56486785
830,recent graduate at university of colorado boulder  passionate about data driven solutions in user experience.,0.56466174
681,data enthusiast actively looking for data analyst role or machine learning engineer roles visa status h4ead,0.5643766
1033,master of data science from grand canyon university in usa.,0.5641165
1199,data scientist data analyst machine learning ia llm microsoft power bi big data python,0.563948
1071,python data scientist data engineer educator analyst,0.5639237
591,student at ms in business intelligence and analytics graduating may 2025 actively looking for an internship and full-time job in business intelligence data analytics prompt engineer,0.5631582
1051,data scientist gen ai  nextgen invent generative ai engineer  ford ms in ds university of chicago associate consultant- oracle,0.5630108
1030,machine learning engineer data analyst nlp specialist expert in llms etl processes cloud solutions transforming complex data into actionable insights passionate about driving business innovation through ai,0.5629913
671,it business analyst data enthusiast simplifying data for smarter business decisions,0.56298536
485,health data scientist,0.56266296
286,machine learning engineer tata consultancy services limited generative ai expert in machine learning and data modeling data-driven decision making,0.56223464
107,senior data engineeranalytics,0.5620399
771,data analytics specialist business intelligence database management predictive analytics,0.56158805
538,data engineer data science machine learning pyspark powerbi data analytics sql data visualization,0.56152433
1178,data analyst product designer bridging creativity and analytics ex-etsy rewriting the code ucla ece ucla vmg alumna,0.5606969
423,aspiring data scientist ml engineer seeking spring 2025 internship or job in data analytics machine learning,0.56033826
1269,artificial intelligence engineer data scientist,0.5600499
39,data scientist process improvement finance,0.5596171
480,ms business analytics northeastern university data science analytics ex-hilti ex-coca-cola bottling research assistant,0.5596039
1066,analytics associate,0.5593571
98,data analyst 3 years of experience in data-driven decision making sql python aws,0.5587734
152,data analyst ford motor data analyst data engineer python sql tableau power bi aws azure masters in computer science,0.5586723
125,data engineer cloud devops advocate finance building scalable data solutions with python aws agile business analyst business intelligence developer iab certified,0.5584476
815,data analyst hca healthcare masters in computer science sql python r mysql sql server plsqltableaupower biazure aws spss sas i help healthcare and finance organizations optimize data-driven decisions.,0.5583813
1021,experienced data scientist machine learning ai expert python r sql cloud technologies aws gcp azure predictive modeling data visualization specialist,0.55813324
1242,looking for a opportunity in field of data analytic data science nlp power bi sql machine learning deep learning,0.5578451
341,ms business analytics student actively seeking internshipsfull-time roles data analyst data scientist python  sql  r  machine learning  tableau,0.55770713
83,i am a graduate of uconn with a bachelors in business and data analytics and a current soldier in the national guard looking to find entry level or junior work in the data analysis field.,0.5576636
702,data analyst implementation workflow automation specialist,0.5575175
354,experienced data analystdata scientist python sql r java ml ai enthusiast cloud solutions aws azure data visualization power bi tableau agile scrum practitioner,0.55704474
11,experienced data analystdata scientist python sql r java ml ai enthusiast cloud solutions aws azure data visualization power bi tableau agile scrum practitioner,0.55704474
103,masters in data science python sql skilled in data analyst power bi,0.55698526
647,business intelligence developer,0.55693495
769,data analyst at emendata llc,0.5569255
1126,data scientist machine learning engineer ai engineer data engineer data analyst python sql,0.55684674
511,technical project manager data scientist data analyst big data analytics senior geoscientist,0.5567781
1235,data scientist with expertise in machine learningvisualizationpredictive modeling,0.55625963
1207,mit-certified data analyst sql power bi python business intelligence predictive analytics data-driven decision making,0.55615675
839,scientist with expertise in mathematical modeling and data analysis open to new positions,0.55572855
1174,data modeler computational social scientist social network analyst,0.55483025
225,seeking full-time roles digital transformation intern fhlb dallas business analytics ai grad ut dallas python r sql ml data science power bi microsoft data certified ex-ust global,0.55474144
21,transitioning to data science masters graduate eager to launch career in the field,0.5545244
415,transitioning to data science masters graduate eager to launch career in the field,0.5545244
594,m.s. candidate in analytics at the institute for advanced analytics nc state university lifelong learner,0.5540927
411,data analyst data science full stack development,0.55398756
1003,data scientist data analytics major from gmu skills- power-bi azure sql viso python gen ai java,0.5532232
1185,senior data scientist specializing in computer vision and machine learning,0.5531661
654,data analyst enhancing data accuracy process efficiency in healthcare finance skilled in python sql power bi passionate about data-driven insights compliance,0.5531372
984,data science intern ms in data science candidate analytics operations ex-ncaa athlete,0.55306464
295,senior data spatial scientist,0.5525869
503,data analyst and product team lead training solutions at lone star analysis,0.55254686
235,driving business technology integration results-driven management professional project operations manager business intelligence process optimization ai-enabled decision making data analytics automation,0.551817
44,data scientist ai ml expert nlp graph analytics big data cloud mba msc data science,0.55166453
776,data analystsis administrator,0.5516304
1056,data scientist at fannie mae,0.5507599
13,machine learning artificial intelligence and data science enthusiast,0.5506886
1055,ai engineer data scientist,0.55064386
192,masters in data analytics and engineering,0.550634
220,data scientist unitedhealthcare group machine learning engineer full stack python aws ml certified,0.5502246
370,data science fellow at world bank data lab m.s. data science at the george washington university ml llms nlp python sql r cloud computing seeking full-time roles,0.54994166
536,programmer analyst university of pennsylvania data visualization sql,0.54919153
1018,data analyst at my virtual academy,0.54902637
937,data science researcher washington university in st. louis,0.54900706
1050,research assistant kettering university masters in computer science applied data science and data analytics,0.5486711
75,data-driven problem solver salesforce cloud enthusiast transforming insights into strategic decisions sql power bi agile process optimization,0.54840195
1127,open to work data scientist analytics professional major in adtadec24 python r sql tableau gcp machine learning ex-american airlines ex-citi ex-icici,0.54837066
78,data engineer sql data visualization data analyst sustainability analyst solar energy,0.54834867
616,data scientist ai machine learning engineer graduate assistant statistician drug discovery scientist,0.5480577
922,data analyst at hcn power bi certified indiana university ms ds,0.5477939
418,it education consultant genesis healthcare system data science and analysis,0.54753923
562,data science ai professional expert in machine learning and llms,0.5470436
434,phd candidate  data scientist wpi expertise in applied mldl generative ai and vector databases driving agritech skilled communicator global impact open to opportunities,0.54635864
213,data scientist specializing in machine learning statistical modeling proven success with etl workflows reducing data cleaning time by 80 passionate about transforming data into actionable insights,0.546215
35,ms data science at university of minnesota ex data analyst intern at spatialytics private limited,0.54553264
499,data scientist analytics transforming business challenges into scalable ml solutions,0.54540575
1213,msc data science data scientist artificial intelligence,0.54534507
1158,mathematician data scientist,0.5451196
1038,ms data science columbia engineering prev walmart pilotly rivet,0.54509294
482,data science student at ucsd,0.5449283
1020,data scientist i lexisnexis ms in computer science,0.54444474
364,m.s. in data analytics python django developer specializing in machine learning models data visualization and database management,0.5442075
497,graduate student interdisciplinary data science data analysis machine learning sql python r tableau insight-driven problem solver,0.5434668
393,ai machine learning engineer full stack developer data scientist sql power bi expert cloud automation enthusiast driving scalable tech solutions,0.5429677
166,data analytics engineeringgeorge mason university,0.54273236
765,marketing analyst data analyst sql expert power bi python,0.54267013
392,graduate research assistant  iu kelley school of business data science intern at hyphenova network ms in data science student at indiana university bloomington,0.5420939
631,engineer and data science.,0.5420179
